case,activity,resource,timestamp,Variant,Variant index,(case) IDofConceptCase,(case) Includes_subCases,responsibleactor,sumleges,(case) caseProcedure,casestatus,casetype,landregisterid,lastphase,parts,requestComplete,(case) termName,action_code,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
6289142,subcases completed present decision,2670601,2013-04-16 16:32:52.000,Variant 896,896,6291642.0,J,4901428.0,1610.796,,G,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_492_2,deelzaken voorleggen beschikking afgerond,01_HOOFD_492_2,04/16/13 16:34,,,complete,2670601,2013-04-17T16:32:37+02:00,EMPTY
12237927,start WABOprocedure,560872,2014-12-01 00:00:00.000,Variant 1,1,12239409.0,,4936828.0,,,O,557669,,Aanvraag ontvangen,Milieu (neutraal wijziging),True,Termijn tot besluit,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,12/01/14 00:00,,,complete,560950,2014-12-02T12:30:08+01:00,EMPTY
5295312,treat subcases completeness,3273854,2012-08-30 13:07:41.000,Variant 827,827,5295453.0,J,4901428.0,3258.3635,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_1,behandelen deelzaken volledigheid,01_HOOFD_110_1,08/30/12 13:09,,,complete,3273854,2012-07-13T15:53:16+02:00,EMPTY
3707973,grounds for refusal,3273854,2011-09-12 15:59:19.000,Variant 553,553,3708116.0,J,4901428.0,1742.5822,,G,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_380,weigeringsgrond,01_HOOFD_380,09/12/11 16:03,,,complete,3273854,2011-09-13T15:59:18+02:00,FALSE
4106295,procedure change,3273854,2011-12-27 10:05:38.000,Variant 638,638,,J,560464.0,4068.4866,,O,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_180,procedure verandering,01_HOOFD_180,12/27/11 10:12,,,complete,3273854,2011-12-28T10:05:37+01:00,FALSE
5061832,treat subcases present decision,2670601,2012-07-11 12:03:46.000,Variant 785,785,5061993.0,J,560464.0,537.0753,,O,557669,5061831.0,Beschikking verzonden,"Monument,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,01_HOOFD_492_1,behandelen deelzaken voorleggen beschikking,01_HOOFD_492_1,07/11/12 12:04,,,complete,2670601,,EMPTY
3167203,generating decision environmental permit,560925,2011-03-03 15:14:41.000,Variant 75,75,,N,560925.0,,,G,557669,,Vergunning verleend,Kap,True,,01_HOOFD_490_2,genereren beschikking omgevingsvergunning,01_HOOFD_490_2,03/03/11 15:17,,,complete,560925,2011-03-04T14:40:18+01:00,EMPTY
4518489,OLO messaging active,560912,2012-01-24 10:21:51.000,Variant 691,691,,J,4901428.0,151.5714,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,01/24/12 10:24,,,complete,3273854,,FALSE
10958968,create procedure confirmation,560872,2014-07-28 00:00:00.000,Variant 237,237,10959110.0,,560464.0,24630.268,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_065_0,procedurebevestiging aanmaken,01_HOOFD_065_0,07/28/14 00:00,,,complete,2670601,2014-07-29T09:04:27+02:00,FALSE
5288872,enter senddate decision environmental permit,560890,2013-05-13 11:30:40.000,Variant 824,824,5289193.0,J,560464.0,5587.2944,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,05/13/13 00:00,,,complete,560890,2013-05-14T11:30:40+02:00,EMPTY
3459618,send confirmation receipt,560872,2011-05-26 15:37:33.000,Variant 494,494,,N,4901428.0,300.108,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,05/26/11 15:37,,2011-05-28T15:32:51+02:00,complete,3273854,2011-05-27T15:32:51+02:00,EMPTY
3087612,reception through OLO,560872,2011-01-27 15:27:23.000,Variant 172,172,3087621.0,N,560950.0,,Uitgebreid,G,557669,,Vergunning verleend,Milieu (vergunning),True,,01_HOOFD_020,ontvangst via OLO,01_HOOFD_020,06/30/11 09:13,,2011-01-30T15:27:22+01:00,complete,560872,2011-01-28T15:27:22+01:00,TRUE
10295206,register objection and appeal periods,560872,2014-05-15 00:00:00.000,Variant 49,49,,,4901428.0,217.03035,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,05/15/14 00:00,,,complete,2670601,2014-05-16T16:17:43+02:00,42
5220444,decision date prior to decision,3273854,2012-07-23 15:35:35.000,Variant 813,813,5220584.0,J,560464.0,151.5714,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_2,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,07/23/12 15:35,,,complete,3273854,,FALSE
4867412,transcript decision environmental permit to stakeholders,560890,2012-05-21 09:47:29.000,Variant 755,755,4867694.0,J,560464.0,166.7454,,O,557669,,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,05/21/12 09:47,,,complete,560890,2012-05-22T09:46:58+02:00,EMPTY
7611323,phase concept decision ready,2670601,2013-07-02 00:00:00.000,Variant 989,989,7611464.0,J,560464.0,764.4661,,O,557669,,Beschikking verzonden,"Handelen in strijd met regels RO,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_491a,fase concept beschikking gereed,01_HOOFD_491a,07/02/13 00:00,,,complete,2670601,2013-07-03T17:35:49+02:00,EMPTY
7603415,enter senddate decision,560890,2013-07-02 00:00:00.000,Variant 988,988,,J,4901428.0,1253.2628,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_4,invoeren verzenddatum beschikking,01_HOOFD_510_4,07/02/13 00:00,,,complete,560890,2013-07-03T15:31:30+02:00,EMPTY
12034946,phase advice known,11744364,2014-12-03 00:00:00.000,Variant 286,286,12035087.0,,560912.0,796.59283,,O,557669,,Beschikking verzonden,Reclame,True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,12/03/14 00:00,,,complete,2670601,2014-12-04T14:16:53+01:00,EMPTY
3166820,enter senddate decision environmental permit,560890,2011-04-05 00:00:00.000,Variant 417,417,3167541.0,N,560464.0,325.02707,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,04/05/11 12:51,,,complete,560872,2011-04-06T12:51:30+02:00,EMPTY
3721542,enter senddate decision environmental permit,560890,2011-09-06 00:00:00.000,Variant 559,559,,J,4901428.0,150.054,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,09/02/11 08:38,,,complete,560464,2011-09-03T08:38:19+02:00,EMPTY
5138442,enter senddate acknowledgement,560872,2012-06-07 11:56:36.000,Variant 803,803,5138582.0,J,4901428.0,402.00983,,G,557669,,Beschikking verzonden,Bouw,True,,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,06/07/12 11:56,,,complete,3273854,,EMPTY
3971688,phase advice known,3273854,2011-12-16 12:27:43.000,Variant 608,608,3971830.0,J,4901428.0,1132.4609,,G,557669,3971687.0,Vergunning verleend,"Bouw,Monument",True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,12/16/11 12:27,,,complete,560464,,EMPTY
4824215,procedure change,3273854,2012-04-05 15:56:50.000,Variant 747,747,4824378.0,J,4901428.0,16373.758,,G,557669,4824214.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_330,procedure verandering,01_HOOFD_330,04/05/12 16:04,,,complete,3273854,2012-04-06T15:56:50+02:00,FALSE
7258136,start decision phase decision permitting sent,560950,2013-08-26 00:00:00.000,Variant 127,127,7258497.0,J,4901428.0,,,G,557669,,Zaak afgehandeld,Milieu (omgevingsvergunning beperkte milieutoets),False,,01_HOOFD_510_2a,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,11/07/13 00:00,,,complete,560950,2013-11-08T12:21:32+01:00,EMPTY
3030743,applicant is stakeholder,560881,2011-03-07 12:28:54.000,Variant 395,395,3030763.0,J,4901428.0,148.368,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_050,aanvrager is belanghebbende,01_HOOFD_050,03/07/11 12:29,,,complete,560872,2011-02-12T12:58:30+01:00,TRUE
5984121,start WABOprocedure,560925,2012-10-18 15:54:20.000,Variant 873,873,5984262.0,J,560464.0,-2234.54,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,10/18/12 15:54,,,complete,3273854,,EMPTY
4812285,subcase art. 33 WABO completed,3273854,2012-06-05 11:46:37.000,Variant 744,744,4813248.0,J,4901428.0,3583.3992,,G,557669,4812284.0,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,11_AH_II_070_2,deelzaak aanhouding 33 WABO behandelen afgerond,11_AH_II_070_2,06/05/12 11:46,,,complete,3273854,2012-06-06T11:46:36+02:00,EMPTY
3499242,phase application received,560462,2011-06-30 11:37:42.000,Variant 507,507,,J,4901428.0,2601.987,Uitgebreid,G,557669,,Vergunning verleend,"Bouw,Milieu (neutraal wijziging),Brandveilig gebruik (vergunning)",True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,06/30/11 12:17,,,complete,560464,,EMPTY
11587185,generating decision environmental permit,560912,2014-11-18 00:00:00.000,Variant 266,266,11588246.0,,560912.0,299.7708,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,True,Termijn bezwaar en beroep 1,01_HOOFD_490_4,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,11/18/14 00:00,,,complete,560912,2014-10-14T13:50:14+02:00,EMPTY
3103213,registrer date of publishing received request,2670601,2011-04-28 16:15:17.000,Variant 404,404,3103455.0,N,2670601.0,162.51353,,G,557669,,Procedure afgebroken,"Bouw,Milieu (neutraal wijziging)",True,Termijn tot besluit omgezet 2,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,04/28/11 16:31,,,complete,560462,2011-04-29T16:14:32+02:00,EMPTY
3087387,regular procedure without MER,2670601,2011-01-28 12:08:39.000,Variant 400,400,3088748.0,J,560464.0,296.736,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_060,reguliere procedure zonder MER,01_HOOFD_060,01/28/11 12:11,,,complete,560925,2011-01-29T12:08:33+01:00,TRUE
3566460,phase application received,560872,2011-06-30 10:58:26.000,Variant 520,520,3566489.0,J,4901428.0,1853.6559,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,06/30/11 11:08,,,complete,560464,,EMPTY
4493747,request complete,560872,2012-03-02 12:02:34.000,Variant 33,33,,N,560872.0,,,G,557669,,Besluit onherroepelijk,Kap,True,,09_AWB45_005,aanvraag volledig,09_AWB45_005,03/02/12 12:10,,,complete,560872,2012-03-03T12:02:28+01:00,TRUE
3449448,register date environmental permit decision,560894,2011-07-22 09:51:03.000,Variant 485,485,3450052.0,N,4901428.0,1343.4469,,G,557669,,Vergunning verleend,"Monument,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_490_3,registreren datum besluit omgevingsvergunning,01_HOOFD_490_3,07/22/11 09:52,,,complete,560894,2011-07-23T09:51:03+02:00,EMPTY
7395275,register submission date request,560872,2013-04-15 00:00:00.000,Variant 974,974,,J,560464.0,498.50806,,O,557669,,Beschikking verzonden,"Aanleg (Uitvoeren werk of werkzaamheid),Handelen in strijd met regels RO,Kap",True,Termijn bezwaar en beroep 1,01_HOOFD_010,registratie datum binnenkomst aanvraag,01_HOOFD_010,05/13/13 00:00,,2013-05-16T10:21:26+02:00,complete,560894,2013-05-14T10:21:26+02:00,EMPTY
5956048,article 34  WABO applies,3273854,2012-11-22 11:41:17.000,Variant 15,15,5956248.0,J,560464.0,339.5604,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,11/23/12 10:09,,,complete,3273854,2012-11-23T11:41:10+01:00,FALSE
5844473,phase decision sent,560872,2012-09-13 14:56:35.000,Variant 112,112,,J,4901428.0,,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_515,fase beschikking verzonden,01_HOOFD_515,09/13/12 14:56,,,complete,560872,,EMPTY
6436945,register objection and appeal periods,560890,2013-06-24 00:00:00.000,Variant 906,906,6437086.0,J,560464.0,16338.883,,O,557669,6436944.0,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,06/24/13 00:00,,,complete,560890,2013-06-25T09:32:27+02:00,42
3479896,final VVGB applications,560462,2012-10-04 12:48:07.000,Variant 500,500,3480007.0,J,4901428.0,889.1964,Uitgebreid,G,557669,,Besluit onherroepelijk,"Milieu (vergunning),Bouw",True,Termijn tot besluit na geen zienswijzen,10_UOV_180,definitieve VVGB aanvragen,10_UOV_180,10/04/12 12:48,,,complete,560462,2012-09-12T10:36:29+02:00,TRUE
3990464,request complete,3273854,2011-11-07 10:32:19.000,Variant 613,613,3990607.0,J,4901428.0,537.05,Uitgebreid,G,557669,,Procedure afgebroken,Bouw,False,Termijn tot besluit,01_HOOFD_190,aanvraag volledig,01_HOOFD_190,11/07/11 10:32,,,complete,3273854,2011-11-08T10:32:12+01:00,FALSE
8030280,enter receipt of additional data,560872,2013-10-17 00:00:00.000,Variant 134,134,8032021.0,J,560464.0,16931.293,,O,557669,,Besluit onherroepelijk,Bouw,False,,08_AWB45_040,registreren ontvangst aanvullende gegevens,08_AWB45_040,10/17/13 00:00,,,complete,2670601,2013-10-16T12:31:58+02:00,14-10-2013 0:00:00
4343199,register date environmental permit decision,560890,2012-02-02 00:00:00.000,Variant 680,680,4343382.0,J,4901428.0,349.0863,,G,557669,4343198.0,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_491,registreren datum besluit omgevingsvergunning,01_HOOFD_491,01/30/12 11:42,,,complete,3273854,2012-01-25T15:49:16+01:00,EMPTY
9539245,registration date publication,2670601,2014-05-09 00:00:00.000,Variant 1063,1063,9540467.0,,560464.0,157.09305,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,05/09/14 00:00,,,complete,560890,2014-02-27T08:38:35+01:00,EMPTY
4619896,treat subcases content,3273854,2012-02-28 16:03:46.000,Variant 715,715,4620139.0,J,4901428.0,349.0863,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_250,behandelen deelzaken inhoudelijkheid,01_HOOFD_250,02/28/12 16:41,,,complete,3273854,2012-02-29T16:03:46+01:00,EMPTY
7760025,transcript decision environmental permit to stakeholders,560890,2013-08-13 00:00:00.000,Variant 999,999,7762666.0,N,560464.0,78.1461,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,08/13/13 00:00,,,complete,560890,2013-08-14T16:26:39+02:00,EMPTY
12747066,OLO messaging active,560872,2015-01-14 00:00:00.000,Variant 319,319,12747208.0,,2670601.0,161.5188,,O,557669,,Beschikking verzonden,Reclame,True,Termijn bezwaar en beroep 1,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,01/14/15 00:00,,,complete,2670601,2015-01-15T12:18:25+01:00,FALSE
4321601,OLO messaging active,560872,2011-12-23 09:51:12.000,Variant 676,676,,J,4901428.0,345.63,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,12/23/11 09:57,,,complete,3273854,,FALSE
4060600,subcases completeness completed,3273854,2011-11-21 12:32:38.000,Variant 630,630,,J,560464.0,336.1884,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_120,deelzaken volledigheid afgerond,01_HOOFD_120,11/21/11 16:06,,,complete,3273854,2011-11-22T12:32:36+01:00,EMPTY
3637906,no permit needed or only notification needed,560925,2011-07-21 12:33:35.000,Variant 541,541,3638049.0,J,4901428.0,3302.7476,,G,557669,3637905.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,14_VRIJ_010,vergunningvrij of meldingplichtig,14_VRIJ_010,07/21/11 12:35,,,complete,2670601,,FALSE
5211612,send confirmation receipt,560872,2012-06-22 07:57:38.000,Variant 106,106,5211753.0,J,4901428.0,,,G,557669,,Zaak afgehandeld,Milieu (vergunning),False,,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,06/22/12 07:58,,,complete,560950,2012-06-23T07:57:35+02:00,EMPTY
2917783,forward to the competent authority,560872,2010-12-09 09:50:28.000,Variant 364,364,2918023.0,J,560912.0,,Uitgebreid,G,557669,,Procedure afgebroken,Bouw,True,,01_HOOFD_040,doorsturen aan bevoegd gezag,01_HOOFD_040,12/09/10 09:50,,2010-12-14T09:50:24+01:00,complete,560872,2010-12-10T09:50:24+01:00,FALSE
3611865,grounds for refusal,3273854,2011-08-26 11:28:05.000,Variant 532,532,,J,4901428.0,2514.5593,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_380,weigeringsgrond,01_HOOFD_380,08/26/11 11:54,,,complete,2670601,2011-07-30T11:51:39+02:00,FALSE
2959723,register number of days extension period,3273854,2011-03-30 13:50:45.000,Variant 375,375,2959733.0,J,560464.0,116.79765,,O,557669,,Vergunning verleend,"Monument,Sloop",True,,06_VD_030,registreren aantal dagen verlengingstermijn,06_VD_030,03/30/11 13:54,,,complete,560872,2011-03-31T13:50:41+02:00,42
9825880,forward to the competent authority,560872,2014-03-24 00:00:00.000,Variant 1090,1090,9826442.0,,560912.0,289.44406,,O,557669,9825879.0,Beschikking verzonden,Aanleg (Uitvoeren werk of werkzaamheid),True,Termijn bezwaar en beroep 1,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,03/24/14 00:00,,2014-03-31T15:59:29+02:00,complete,2670601,2014-03-25T15:59:29+01:00,FALSE
7062666,completed subcases content,560872,2014-02-28 00:00:00.000,Variant 191,191,,J,560464.0,12479.056,Uitgebreid,O,557669,,Zaak afgehandeld,"Bouw,Milieu (vergunning)",True,,01_HOOFD_250_2,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,02/28/14 00:00,,,complete,560950,2014-03-03T12:35:50+01:00,EMPTY
2961386,enter senddate procedure confirmation,560925,2011-01-17 00:00:00.000,Variant 376,376,2961393.0,J,4901428.0,,,G,557669,,Vergunning verleend,Monument,True,,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,01/17/11 12:57,,,complete,560925,2011-01-18T12:57:14+01:00,EMPTY
5028918,receive additional information,560872,2013-02-28 14:32:22.000,Variant 184,184,5030359.0,J,4901428.0,,Uitgebreid,G,557669,,Zaak afgehandeld,Milieu (vergunning),False,,08_AWB45_030,aanvullende gegevens ontvangen,08_AWB45_030,02/28/13 14:35,,,complete,560950,2013-03-01T14:32:19+01:00,TRUE
9745837,create procedure confirmation,9264148,2014-03-17 00:00:00.000,Variant 1083,1083,9748760.0,,4901428.0,289.44406,,O,557669,,Beschikking verzonden,Aanleg (Uitvoeren werk of werkzaamheid),True,Termijn bezwaar en beroep 1,01_HOOFD_065_0,procedurebevestiging aanmaken,01_HOOFD_065_0,03/17/14 00:00,,,complete,2670601,2014-03-18T08:58:40+01:00,FALSE
6436945,regular procedure without MER,560912,2013-01-08 15:01:47.000,Variant 906,906,6437086.0,J,560464.0,16338.883,,O,557669,6436944.0,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,03/01/13 10:13,,,complete,2670601,2013-01-09T15:01:47+01:00,TRUE
3143683,phase application receptive,560881,2011-02-23 11:47:08.000,Variant 414,414,3143693.0,J,560925.0,116.79765,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_205,fase aanvraag ontvankelijk,01_HOOFD_205,02/23/11 11:47,,,complete,560925,,EMPTY
3707973,send procedure confirmation,560872,2011-08-11 12:38:56.000,Variant 553,553,3708116.0,J,4901428.0,1742.5822,,G,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_065_1,procedurebevestiging versturen,01_HOOFD_065_1,08/11/11 12:39,,,complete,2670601,2011-08-12T12:36:01+02:00,EMPTY
12114492,create publication document,560872,2014-11-24 00:00:00.000,Variant 291,291,12115434.0,,560912.0,536.2745,,O,557669,,Beschikking verzonden,"Bouw,Inrit/Uitweg",True,Termijn bezwaar en beroep 1,01_HOOFD_100_0,publicatie document aanmaken,01_HOOFD_100_0,11/24/14 00:00,,,complete,2670601,2014-11-25T10:54:17+01:00,FALSE
4608716,enter senddate decision environmental permit,560462,2012-04-02 00:00:00.000,Variant 101,101,4609219.0,J,4936828.0,,,G,557669,,Besluit onherroepelijk,Milieu (neutraal wijziging),True,,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,03/29/12 09:40,,,complete,560462,2012-03-30T09:40:12+02:00,EMPTY
4660602,enter date publication decision environmental permit,560890,2012-06-27 00:00:00.000,Variant 102,102,4660745.0,J,4901428.0,1298.5825,,G,557669,4660601.0,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 2,01_HOOFD_530,registreren datum publicatie beschikking omgevingsvergunning,01_HOOFD_530,06/15/12 10:43,,,complete,560890,2012-06-16T10:40:49+02:00,EMPTY
12784487,start decision phase decision permitting sent,560912,2015-03-05 00:00:00.000,Variant 8,8,12785089.0,,560912.0,1277.4822,,O,557669,12784486.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2a,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,03/03/15 00:00,,,complete,560912,2015-03-04T12:21:09+01:00,EMPTY
